month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2018-10-01,Manhattan,1,LCL/LTD,M9,Off-Peak,7478,10422,71.7520629
2018-10-01,Manhattan,1,LCL/LTD,M9,Peak,3812,5945,64.1211102
2018-10-01,Manhattan,1,LCL/LTD,M96,Off-Peak,16403,19270,85.1219512
2018-10-01,Manhattan,1,LCL/LTD,M96,Peak,7493,10350,72.3961353
2018-10-01,Manhattan,1,LCL/LTD,M98,Off-Peak,208,241,86.3070539
2018-10-01,Manhattan,1,LCL/LTD,M98,Peak,437,569,76.801406
2018-10-01,Manhattan,2,LCL/LTD,M1,Off-Peak,1676,2504,66.9329073
2018-10-01,Manhattan,2,LCL/LTD,M1,Peak,735,1033,71.1519845
2018-10-01,Manhattan,2,LCL/LTD,M10,Off-Peak,2438,3077,79.2330192
2018-10-01,Manhattan,2,LCL/LTD,M10,Peak,936,1186,78.920742
2018-10-01,Manhattan,2,LCL/LTD,M100,Off-Peak,3097,3928,78.8441955
2018-10-01,Manhattan,2,LCL/LTD,M100,Peak,1215,1535,79.1530945
2018-10-01,Manhattan,2,LCL/LTD,M101,Off-Peak,5363,7411,72.3654028
2018-10-01,Manhattan,2,LCL/LTD,M101,Peak,1938,2729,71.0150238
2018-10-01,Manhattan,2,LCL/LTD,M102,Off-Peak,3359,4634,72.4859732
2018-10-01,Manhattan,2,LCL/LTD,M102,Peak,1166,1653,70.538415
2018-10-01,Manhattan,2,LCL/LTD,M103,Off-Peak,3325,4624,71.9074394
2018-10-01,Manhattan,2,LCL/LTD,M103,Peak,1282,1787,71.740347
2018-10-01,Manhattan,2,LCL/LTD,M104,Off-Peak,5452,6704,81.3245823
2018-10-01,Manhattan,2,LCL/LTD,M104,Peak,1891,2398,78.8573812
2018-10-01,Manhattan,2,LCL/LTD,M106,Off-Peak,762,826,92.251816
2018-10-01,Manhattan,2,LCL/LTD,M106,Peak,287,317,90.5362776
2018-10-01,Manhattan,2,LCL/LTD,M11,Off-Peak,4415,6418,68.7909006
2018-10-01,Manhattan,2,LCL/LTD,M11,Peak,2054,2943,69.7927285
2018-10-01,Manhattan,2,LCL/LTD,M116,Off-Peak,3332,3914,85.1303015
2018-10-01,Manhattan,2,LCL/LTD,M116,Peak,1355,1604,84.4763092
2018-10-01,Manhattan,2,LCL/LTD,M12,Off-Peak,576,697,82.6398852
2018-10-01,Manhattan,2,LCL/LTD,M12,Peak,285,326,87.4233129
2018-10-01,Manhattan,2,LCL/LTD,M14A,Off-Peak,2885,4002,72.0889555
2018-10-01,Manhattan,2,LCL/LTD,M14A,Peak,1024,1472,69.5652174
2018-10-01,Manhattan,2,LCL/LTD,M14D,Off-Peak,6337,8460,74.9054374
2018-10-01,Manhattan,2,LCL/LTD,M14D,Peak,2358,3192,73.8721805
2018-10-01,Manhattan,2,LCL/LTD,M15,Off-Peak,7397,9836,75.2033347
2018-10-01,Manhattan,2,LCL/LTD,M15,Peak,2442,3336,73.2014388
2018-10-01,Manhattan,2,LCL/LTD,M2,Off-Peak,1855,2763,67.1371697
2018-10-01,Manhattan,2,LCL/LTD,M2,Peak,707,1011,69.9307616
2018-10-01,Manhattan,2,LCL/LTD,M20,Off-Peak,1565,2218,70.5590622
2018-10-01,Manhattan,2,LCL/LTD,M20,Peak,525,693,75.7575758
2018-10-01,Manhattan,2,LCL/LTD,M21,Off-Peak,1143,1312,87.1189024
2018-10-01,Manhattan,2,LCL/LTD,M21,Peak,414,481,86.0706861
2018-10-01,Manhattan,2,LCL/LTD,M22,Off-Peak,847,1057,80.1324503
2018-10-01,Manhattan,2,LCL/LTD,M22,Peak,468,543,86.1878453
2018-10-01,Manhattan,2,LCL/LTD,M3,Off-Peak,2371,3466,68.407386
2018-10-01,Manhattan,2,LCL/LTD,M3,Peak,998,1451,68.7801516
2018-10-01,Manhattan,2,LCL/LTD,M31,Off-Peak,2120,2817,75.257366
2018-10-01,Manhattan,2,LCL/LTD,M31,Peak,809,1081,74.8381129
2018-10-01,Manhattan,2,LCL/LTD,M4,Off-Peak,4124,5455,75.6003666
2018-10-01,Manhattan,2,LCL/LTD,M4,Peak,1900,2454,77.4246129
2018-10-01,Manhattan,2,LCL/LTD,M42,Off-Peak,1552,2002,77.5224775
2018-10-01,Manhattan,2,LCL/LTD,M42,Peak,645,795,81.1320755
2018-10-01,Manhattan,2,LCL/LTD,M5,Off-Peak,2659,3566,74.5653393
2018-10-01,Manhattan,2,LCL/LTD,M5,Peak,1125,1489,75.5540631
2018-10-01,Manhattan,2,LCL/LTD,M50,Off-Peak,673,903,74.5293466
2018-10-01,Manhattan,2,LCL/LTD,M50,Peak,318,413,76.9975787
2018-10-01,Manhattan,2,LCL/LTD,M55,Off-Peak,1432,1906,75.1311647
2018-10-01,Manhattan,2,LCL/LTD,M55,Peak,645,840,76.7857143
2018-10-01,Manhattan,2,LCL/LTD,M57,Off-Peak,1446,1766,81.8799547
2018-10-01,Manhattan,2,LCL/LTD,M57,Peak,593,729,81.3443073
2018-10-01,Manhattan,2,LCL/LTD,M66,Off-Peak,1607,1840,87.3369565
2018-10-01,Manhattan,2,LCL/LTD,M66,Peak,578,721,80.1664355
2018-10-01,Manhattan,2,LCL/LTD,M7,Off-Peak,3529,5270,66.9639469
2018-10-01,Manhattan,2,LCL/LTD,M7,Peak,1320,1888,69.9152542
2018-10-01,Manhattan,2,LCL/LTD,M72,Off-Peak,1797,1933,92.9643042
2018-10-01,Manhattan,2,LCL/LTD,M72,Peak,665,748,88.9037433
2018-10-01,Manhattan,2,LCL/LTD,M8,Off-Peak,1142,1313,86.9763899
2018-10-01,Manhattan,2,LCL/LTD,M8,Peak,443,502,88.247012
2018-10-01,Manhattan,2,LCL/LTD,M9,Off-Peak,1916,2812,68.1365576
2018-10-01,Manhattan,2,LCL/LTD,M9,Peak,708,977,72.4667349
2018-10-01,Manhattan,2,LCL/LTD,M96,Off-Peak,3607,4028,89.5481629
2018-10-01,Manhattan,2,LCL/LTD,M96,Peak,1336,1544,86.5284974
2018-10-01,Manhattan,1,SBS,M34+,Off-Peak,3302,3778,87.4007411
2018-10-01,Manhattan,1,SBS,M34+,Peak,1545,1998,77.3273273
2018-10-01,Manhattan,1,SBS,M34A+,Off-Peak,3772,4320,87.3148148
2018-10-01,Manhattan,1,SBS,M34A+,Peak,1791,2331,76.8339768
2018-10-01,Manhattan,1,SBS,M79+,Off-Peak,3196,3717,85.9833199
2018-10-01,Manhattan,1,SBS,M79+,Peak,1730,2181,79.3214122
2018-10-01,Manhattan,1,SBS,M15+,Off-Peak,7000,9726,71.9720337
2018-10-01,Manhattan,1,SBS,M15+,Peak,3890,5552,70.0648415
2018-10-01,Manhattan,1,SBS,M23+,Off-Peak,2726,3283,83.0338105
2018-10-01,Manhattan,1,SBS,M23+,Peak,1088,1427,76.2438683
2018-10-01,Manhattan,1,SBS,M60+,Off-Peak,2611,3443,75.8350276
2018-10-01,Manhattan,1,SBS,M60+,Peak,839,1258,66.6931638
2018-10-01,Manhattan,1,SBS,M86+,Off-Peak,4555,5055,90.1088032
2018-10-01,Manhattan,1,SBS,M86+,Peak,2493,2930,85.0853242
2018-10-01,Manhattan,2,SBS,M34+,Off-Peak,684,789,86.6920152
2018-10-01,Manhattan,2,SBS,M34+,Peak,250,306,81.6993464
2018-10-01,Manhattan,2,SBS,M34A+,Off-Peak,547,743,73.6204576
2018-10-01,Manhattan,2,SBS,M34A+,Peak,190,256,74.21875
2018-10-01,Manhattan,2,SBS,M79+,Off-Peak,1077,1180,91.2711864
2018-10-01,Manhattan,2,SBS,M79+,Peak,401,433,92.6096998
2018-10-01,Manhattan,2,SBS,M15+,Off-Peak,1916,2705,70.831793
2018-10-01,Manhattan,2,SBS,M15+,Peak,678,947,71.594509
2018-10-01,Manhattan,2,SBS,M23+,Off-Peak,832,946,87.94926
2018-10-01,Manhattan,2,SBS,M23+,Peak,311,344,90.4069767
2018-10-01,Manhattan,2,SBS,M60+,Off-Peak,1096,1307,83.8561591
2018-10-01,Manhattan,2,SBS,M60+,Peak,349,425,82.1176471
2018-10-01,Manhattan,2,SBS,M86+,Off-Peak,1325,1479,89.5875592
2018-10-01,Manhattan,2,SBS,M86+,Peak,493,536,91.9776119
2018-10-01,Queens,1,EXP,QM1,Off-Peak,56,63,88.8888889
2018-10-01,Queens,1,EXP,QM1,Peak,249,314,79.2993631
2018-10-01,Queens,1,EXP,QM11,Off-Peak,95,102,93.1372549
2018-10-01,Queens,1,EXP,QM11,Peak,321,470,68.2978723
2018-10-01,Queens,1,EXP,QM12,Off-Peak,106,112,94.6428571
2018-10-01,Queens,1,EXP,QM12,Peak,483,609,79.3103448
2018-10-01,Queens,1,EXP,QM15,Off-Peak,1624,1882,86.2911796
2018-10-01,Queens,1,EXP,QM15,Peak,1955,2520,77.5793651
2018-10-01,Queens,1,EXP,QM16,Off-Peak,392,423,92.6713948
2018-10-01,Queens,1,EXP,QM16,Peak,671,842,79.6912114
2018-10-01,Queens,1,EXP,QM17,Off-Peak,224,261,85.8237548
2018-10-01,Queens,1,EXP,QM17,Peak,571,724,78.8674033
2018-10-01,Queens,1,EXP,QM18,Off-Peak,8,8,100
2018-10-01,Queens,1,EXP,QM18,Peak,443,565,78.4070796
2018-10-01,Queens,1,EXP,QM2,Off-Peak,1094,1252,87.3801917
2018-10-01,Queens,1,EXP,QM2,Peak,618,816,75.7352941
2018-10-01,Queens,1,EXP,QM20,Off-Peak,1066,1178,90.4923599
2018-10-01,Queens,1,EXP,QM20,Peak,866,1191,72.7120067
2018-10-01,Queens,1,EXP,QM21,Off-Peak,64,84,76.1904762
2018-10-01,Queens,1,EXP,QM21,Peak,136,180,75.5555556
2018-10-01,Queens,1,EXP,QM24,Off-Peak,81,91,89.010989
2018-10-01,Queens,1,EXP,QM24,Peak,417,519,80.3468208
2018-10-01,Queens,1,EXP,QM25,Off-Peak,78,83,93.9759036
2018-10-01,Queens,1,EXP,QM25,Peak,301,386,77.9792746
2018-10-01,Queens,1,EXP,QM31,Off-Peak,0,0,
2018-10-01,Queens,1,EXP,QM31,Peak,203,250,81.2
2018-10-01,Queens,1,EXP,QM32,Off-Peak,18,19,94.7368421
2018-10-01,Queens,1,EXP,QM32,Peak,463,562,82.3843416
2018-10-01,Queens,1,EXP,QM34,Off-Peak,78,87,89.6551724
2018-10-01,Queens,1,EXP,QM34,Peak,482,586,82.2525597
2018-10-01,Queens,1,EXP,QM35,Off-Peak,82,87,94.2528736
2018-10-01,Queens,1,EXP,QM35,Peak,543,768,70.703125
2018-10-01,Queens,1,EXP,QM36,Off-Peak,12,12,100
2018-10-01,Queens,1,EXP,QM36,Peak,179,225,79.5555556
2018-10-01,Queens,1,EXP,QM42,Off-Peak,0,0,
2018-10-01,Queens,1,EXP,QM42,Peak,366,462,79.2207792
2018-10-01,Queens,1,EXP,QM5,Off-Peak,1219,1519,80.2501646
2018-10-01,Queens,1,EXP,QM5,Peak,753,1222,61.6202946
2018-10-01,Queens,1,EXP,QM6,Off-Peak,820,976,84.0163934
2018-10-01,Queens,1,EXP,QM6,Peak,675,926,72.8941685
2018-10-01,Queens,1,EXP,QM7,Off-Peak,172,182,94.5054945
2018-10-01,Queens,1,EXP,QM7,Peak,617,847,72.8453365
2018-10-01,Queens,1,EXP,QM8,Off-Peak,61,70,87.1428571
2018-10-01,Queens,1,EXP,QM8,Peak,279,413,67.5544794
2018-10-01,Queens,1,EXP,X63,Off-Peak,205,224,91.5178571
2018-10-01,Queens,1,EXP,X63,Peak,673,885,76.0451977
2018-10-01,Queens,1,EXP,X64,Off-Peak,58,66,87.8787879
2018-10-01,Queens,1,EXP,X64,Peak,305,398,76.6331658
2018-10-01,Queens,1,EXP,X68,Off-Peak,111,133,83.4586466
2018-10-01,Queens,1,EXP,X68,Peak,521,653,79.7856049
2018-10-01,Queens,2,EXP,QM15,Off-Peak,121,138,87.6811594
2018-10-01,Queens,2,EXP,QM15,Peak,64,76,84.2105263
2018-10-01,Queens,2,EXP,QM2,Off-Peak,165,189,87.3015873
2018-10-01,Queens,2,EXP,QM2,Peak,69,75,92
2018-10-01,Queens,2,EXP,QM5,Off-Peak,291,324,89.8148148
2018-10-01,Queens,2,EXP,QM5,Peak,133,142,93.6619718
2018-10-01,Queens,2,EXP,QM6,Off-Peak,245,280,87.5
2018-10-01,Queens,2,EXP,QM6,Peak,68,91,74.7252747
2018-10-01,Queens,1,LCL/LTD,Q1,Off-Peak,10114,11316,89.377872
2018-10-01,Queens,1,LCL/LTD,Q1,Peak,3903,5316,73.4198646
2018-10-01,Queens,1,LCL/LTD,Q10,Off-Peak,15235,19097,79.7769283
2018-10-01,Queens,1,LCL/LTD,Q10,Peak,5537,8872,62.4098287
2018-10-01,Queens,1,LCL/LTD,Q100,Off-Peak,3481,4131,84.2653111
2018-10-01,Queens,1,LCL/LTD,Q100,Peak,1209,1769,68.343697
2018-10-01,Queens,1,LCL/LTD,Q101,Off-Peak,3197,3919,81.5769329
2018-10-01,Queens,1,LCL/LTD,Q101,Peak,1229,1931,63.6457794
2018-10-01,Queens,1,LCL/LTD,Q102,Off-Peak,2373,2929,81.0174121
2018-10-01,Queens,1,LCL/LTD,Q102,Peak,908,1390,65.323741
2018-10-01,Queens,1,LCL/LTD,Q103,Off-Peak,887,958,92.5887265
2018-10-01,Queens,1,LCL/LTD,Q103,Peak,556,675,82.3703704
2018-10-01,Queens,1,LCL/LTD,Q104,Off-Peak,890,1026,86.7446394
2018-10-01,Queens,1,LCL/LTD,Q104,Peak,494,597,82.7470687
2018-10-01,Queens,1,LCL/LTD,Q11,Off-Peak,5159,6123,84.2560836
2018-10-01,Queens,1,LCL/LTD,Q11,Peak,2994,4149,72.1619667
2018-10-01,Queens,1,LCL/LTD,Q110,Off-Peak,9798,11888,82.4192463
2018-10-01,Queens,1,LCL/LTD,Q110,Peak,3938,6398,61.5504845
2018-10-01,Queens,1,LCL/LTD,Q111,Off-Peak,11827,15291,77.3461513
2018-10-01,Queens,1,LCL/LTD,Q111,Peak,3936,6549,60.1007787
2018-10-01,Queens,1,LCL/LTD,Q112,Off-Peak,6228,7728,80.5900621
2018-10-01,Queens,1,LCL/LTD,Q112,Peak,3405,5357,63.561695
2018-10-01,Queens,1,LCL/LTD,Q113,Off-Peak,2785,4457,62.4859771
2018-10-01,Queens,1,LCL/LTD,Q113,Peak,1382,2771,49.8736918
2018-10-01,Queens,1,LCL/LTD,Q114,Off-Peak,7223,9571,75.4675582
2018-10-01,Queens,1,LCL/LTD,Q114,Peak,1815,3355,54.0983607
2018-10-01,Queens,1,LCL/LTD,Q12,Off-Peak,13158,15364,85.64176
2018-10-01,Queens,1,LCL/LTD,Q12,Peak,4812,6483,74.2248959
2018-10-01,Queens,1,LCL/LTD,Q13,Off-Peak,7068,9202,76.8093893
2018-10-01,Queens,1,LCL/LTD,Q13,Peak,2829,4015,70.4607721
2018-10-01,Queens,1,LCL/LTD,Q15,Off-Peak,3853,4103,93.9068974
2018-10-01,Queens,1,LCL/LTD,Q15,Peak,2054,2443,84.0769546
2018-10-01,Queens,1,LCL/LTD,Q15A,Off-Peak,4777,5081,94.0169258
2018-10-01,Queens,1,LCL/LTD,Q15A,Peak,2290,2985,76.7169179
2018-10-01,Queens,1,LCL/LTD,Q16,Off-Peak,6284,6609,95.0824633
2018-10-01,Queens,1,LCL/LTD,Q16,Peak,3505,4101,85.4669593
2018-10-01,Queens,1,LCL/LTD,Q17,Off-Peak,26141,32200,81.1832298
2018-10-01,Queens,1,LCL/LTD,Q17,Peak,9379,13193,71.0907299
2018-10-01,Queens,1,LCL/LTD,Q18,Off-Peak,5233,6426,81.4347961
2018-10-01,Queens,1,LCL/LTD,Q18,Peak,2883,4397,65.5674323
2018-10-01,Queens,1,LCL/LTD,Q19,Off-Peak,3787,4717,80.2840789
2018-10-01,Queens,1,LCL/LTD,Q19,Peak,1669,2663,62.6736763
2018-10-01,Queens,1,LCL/LTD,Q2,Off-Peak,12343,14294,86.3509165
2018-10-01,Queens,1,LCL/LTD,Q2,Peak,4552,6433,70.760143
2018-10-01,Queens,1,LCL/LTD,Q20A,Off-Peak,10963,12411,88.3329305
2018-10-01,Queens,1,LCL/LTD,Q20A,Peak,3735,5094,73.3215548
2018-10-01,Queens,1,LCL/LTD,Q20B,Off-Peak,7224,7974,90.5944319
2018-10-01,Queens,1,LCL/LTD,Q20B,Peak,3505,4784,73.2650502
2018-10-01,Queens,1,LCL/LTD,Q21,Off-Peak,4254,4873,87.2973528
2018-10-01,Queens,1,LCL/LTD,Q21,Peak,1691,2288,73.9073427
2018-10-01,Queens,1,LCL/LTD,Q22,Off-Peak,3572,4219,84.6646125
2018-10-01,Queens,1,LCL/LTD,Q22,Peak,1186,1720,68.9534884
2018-10-01,Queens,1,LCL/LTD,Q23,Off-Peak,12266,15213,80.6284099
2018-10-01,Queens,1,LCL/LTD,Q23,Peak,5383,7900,68.1392405
2018-10-01,Queens,1,LCL/LTD,Q24,Off-Peak,11881,16517,71.9319489
2018-10-01,Queens,1,LCL/LTD,Q24,Peak,4745,7944,59.7306143
2018-10-01,Queens,1,LCL/LTD,Q25,Off-Peak,10372,13481,76.9379126
2018-10-01,Queens,1,LCL/LTD,Q25,Peak,6529,10124,64.49032
2018-10-01,Queens,1,LCL/LTD,Q26,Off-Peak,1242,1367,90.8558888
2018-10-01,Queens,1,LCL/LTD,Q26,Peak,2233,2792,79.97851
2018-10-01,Queens,1,LCL/LTD,Q27,Off-Peak,48947,56861,86.0818487
2018-10-01,Queens,1,LCL/LTD,Q27,Peak,23154,31698,73.045618
2018-10-01,Queens,1,LCL/LTD,Q28,Off-Peak,10781,12428,86.7476666
2018-10-01,Queens,1,LCL/LTD,Q28,Peak,5043,6488,77.7281134
2018-10-01,Queens,1,LCL/LTD,Q29,Off-Peak,2261,2790,81.0394265
2018-10-01,Queens,1,LCL/LTD,Q29,Peak,1072,1739,61.6446233
2018-10-01,Queens,1,LCL/LTD,Q3,Off-Peak,16849,21487,78.4148555
2018-10-01,Queens,1,LCL/LTD,Q3,Peak,6549,9706,67.4737276
2018-10-01,Queens,1,LCL/LTD,Q30,Off-Peak,19414,24891,77.9960628
2018-10-01,Queens,1,LCL/LTD,Q30,Peak,7284,10962,66.4477285
2018-10-01,Queens,1,LCL/LTD,Q31,Off-Peak,10742,12771,84.1124423
2018-10-01,Queens,1,LCL/LTD,Q31,Peak,5970,8785,67.9567445
2018-10-01,Queens,1,LCL/LTD,Q32,Off-Peak,12617,17195,73.3759814
2018-10-01,Queens,1,LCL/LTD,Q32,Peak,4695,7732,60.7216762
2018-10-01,Queens,1,LCL/LTD,Q33,Off-Peak,8431,9718,86.7565343
2018-10-01,Queens,1,LCL/LTD,Q33,Peak,2927,4087,71.6173232
2018-10-01,Queens,1,LCL/LTD,Q34,Off-Peak,4119,5262,78.2782212
2018-10-01,Queens,1,LCL/LTD,Q34,Peak,1225,1899,64.5076356
2018-10-01,Queens,1,LCL/LTD,Q35,Off-Peak,4543,5283,85.9928071
2018-10-01,Queens,1,LCL/LTD,Q35,Peak,2289,2835,80.7407407
2018-10-01,Queens,1,LCL/LTD,Q36,Off-Peak,17058,19409,87.8870627
2018-10-01,Queens,1,LCL/LTD,Q36,Peak,7105,9926,71.5796897
2018-10-01,Queens,1,LCL/LTD,Q37,Off-Peak,5617,6328,88.7642225
2018-10-01,Queens,1,LCL/LTD,Q37,Peak,2976,4054,73.4089788
2018-10-01,Queens,1,LCL/LTD,Q38,Off-Peak,6641,7975,83.2727273
2018-10-01,Queens,1,LCL/LTD,Q38,Peak,3244,4936,65.7212318
2018-10-01,Queens,1,LCL/LTD,Q39,Off-Peak,6604,8156,80.9710642
2018-10-01,Queens,1,LCL/LTD,Q39,Peak,3551,5663,62.7052799
2018-10-01,Queens,1,LCL/LTD,Q4,Off-Peak,18714,21442,87.2773062
2018-10-01,Queens,1,LCL/LTD,Q4,Peak,8964,12057,74.3468525
2018-10-01,Queens,1,LCL/LTD,Q40,Off-Peak,3873,4558,84.9714787
2018-10-01,Queens,1,LCL/LTD,Q40,Peak,1497,2259,66.2682603
2018-10-01,Queens,1,LCL/LTD,Q41,Off-Peak,6219,7720,80.5569948
2018-10-01,Queens,1,LCL/LTD,Q41,Peak,3164,5048,62.6782884
2018-10-01,Queens,1,LCL/LTD,Q42,Off-Peak,2331,2454,94.9877751
2018-10-01,Queens,1,LCL/LTD,Q42,Peak,1727,1990,86.7839196
2018-10-01,Queens,1,LCL/LTD,Q43,Off-Peak,8846,10839,81.6126949
2018-10-01,Queens,1,LCL/LTD,Q43,Peak,3459,4918,70.3334689
2018-10-01,Queens,1,LCL/LTD,Q46,Off-Peak,19326,22406,86.253682
2018-10-01,Queens,1,LCL/LTD,Q46,Peak,9414,12856,73.226509
2018-10-01,Queens,1,LCL/LTD,Q47,Off-Peak,9410,10760,87.4535316
2018-10-01,Queens,1,LCL/LTD,Q47,Peak,5289,7279,72.6610798
2018-10-01,Queens,1,LCL/LTD,Q48,Off-Peak,3024,3466,87.2475476
2018-10-01,Queens,1,LCL/LTD,Q48,Peak,1046,1504,69.5478723
2018-10-01,Queens,1,LCL/LTD,Q49,Off-Peak,4730,5651,83.7019996
2018-10-01,Queens,1,LCL/LTD,Q49,Peak,2578,3664,70.360262
2018-10-01,Queens,1,LCL/LTD,Q5,Off-Peak,28801,34561,83.3338156
2018-10-01,Queens,1,LCL/LTD,Q5,Peak,12616,17522,72.0009131
2018-10-01,Queens,1,LCL/LTD,Q50,Off-Peak,4541,5327,85.2449784
2018-10-01,Queens,1,LCL/LTD,Q50,Peak,1889,2695,70.0927644
2018-10-01,Queens,1,LCL/LTD,Q54,Off-Peak,15401,20665,74.526978
2018-10-01,Queens,1,LCL/LTD,Q54,Peak,6120,10109,60.5401128
2018-10-01,Queens,1,LCL/LTD,Q55,Off-Peak,8581,10215,84.0039158
2018-10-01,Queens,1,LCL/LTD,Q55,Peak,3388,4949,68.4582744
2018-10-01,Queens,1,LCL/LTD,Q56,Off-Peak,10434,14932,69.8767747
2018-10-01,Queens,1,LCL/LTD,Q56,Peak,3483,6149,56.6433566
2018-10-01,Queens,1,LCL/LTD,Q58,Off-Peak,23399,29189,80.1637603
2018-10-01,Queens,1,LCL/LTD,Q58,Peak,8595,12864,66.8143657
2018-10-01,Queens,1,LCL/LTD,Q59,Off-Peak,10563,13594,77.7033986
2018-10-01,Queens,1,LCL/LTD,Q59,Peak,4524,7302,61.9556286
2018-10-01,Queens,1,LCL/LTD,Q6,Off-Peak,9205,11368,80.9729064
2018-10-01,Queens,1,LCL/LTD,Q6,Peak,3110,5104,60.9326019
2018-10-01,Queens,1,LCL/LTD,Q60,Off-Peak,15568,20413,76.2651252
2018-10-01,Queens,1,LCL/LTD,Q60,Peak,4906,8058,60.8835939
2018-10-01,Queens,1,LCL/LTD,Q64,Off-Peak,7572,8379,90.3687791
2018-10-01,Queens,1,LCL/LTD,Q64,Peak,3694,4687,78.8137401
2018-10-01,Queens,1,LCL/LTD,Q65,Off-Peak,10955,14442,75.8551447
2018-10-01,Queens,1,LCL/LTD,Q65,Peak,6195,9231,67.1108222
2018-10-01,Queens,1,LCL/LTD,Q66,Off-Peak,7758,9917,78.2293032
2018-10-01,Queens,1,LCL/LTD,Q66,Peak,3535,5463,64.7080359
2018-10-01,Queens,1,LCL/LTD,Q67,Off-Peak,1984,2253,88.060364
2018-10-01,Queens,1,LCL/LTD,Q67,Peak,1139,1723,66.1056297
2018-10-01,Queens,1,LCL/LTD,Q69,Off-Peak,3186,3984,79.9698795
2018-10-01,Queens,1,LCL/LTD,Q69,Peak,1450,2214,65.4923216
2018-10-01,Queens,1,LCL/LTD,Q7,Off-Peak,5779,7277,79.4145939
2018-10-01,Queens,1,LCL/LTD,Q7,Peak,2692,4281,62.8825041
2018-10-01,Queens,1,LCL/LTD,Q72,Off-Peak,5201,6515,79.8311589
2018-10-01,Queens,1,LCL/LTD,Q72,Peak,2016,3164,63.7168142
2018-10-01,Queens,1,LCL/LTD,Q76,Off-Peak,9644,11617,83.0162693
2018-10-01,Queens,1,LCL/LTD,Q76,Peak,4966,7308,67.9529283
2018-10-01,Queens,1,LCL/LTD,Q77,Off-Peak,7561,10083,74.9876029
2018-10-01,Queens,1,LCL/LTD,Q77,Peak,3998,6017,66.4450723
2018-10-01,Queens,1,LCL/LTD,Q8,Off-Peak,8616,11528,74.7397641
2018-10-01,Queens,1,LCL/LTD,Q8,Peak,3991,6346,62.8900095
2018-10-01,Queens,1,LCL/LTD,Q83,Off-Peak,12030,13930,86.3603733
2018-10-01,Queens,1,LCL/LTD,Q83,Peak,5021,6952,72.2238205
2018-10-01,Queens,1,LCL/LTD,Q84,Off-Peak,10112,11143,90.7475545
2018-10-01,Queens,1,LCL/LTD,Q84,Peak,4482,5450,82.2385321
2018-10-01,Queens,1,LCL/LTD,Q85,Off-Peak,27658,32820,84.2717855
2018-10-01,Queens,1,LCL/LTD,Q85,Peak,12667,17393,72.8281493
2018-10-01,Queens,1,LCL/LTD,Q88,Off-Peak,14929,18761,79.5746495
2018-10-01,Queens,1,LCL/LTD,Q88,Peak,7196,10818,66.518765
2018-10-01,Queens,1,LCL/LTD,Q9,Off-Peak,2982,3782,78.8471708
2018-10-01,Queens,1,LCL/LTD,Q9,Peak,1430,2255,63.4146341
2018-10-01,Queens,2,LCL/LTD,Q1,Off-Peak,3117,3409,91.4344383
2018-10-01,Queens,2,LCL/LTD,Q1,Peak,1054,1187,88.7952822
2018-10-01,Queens,2,LCL/LTD,Q10,Off-Peak,4725,5706,82.807571
2018-10-01,Queens,2,LCL/LTD,Q10,Peak,1880,2253,83.4442965
2018-10-01,Queens,2,LCL/LTD,Q100,Off-Peak,1387,1596,86.9047619
2018-10-01,Queens,2,LCL/LTD,Q100,Peak,517,578,89.4463668
2018-10-01,Queens,2,LCL/LTD,Q101,Off-Peak,1022,1159,88.1794651
2018-10-01,Queens,2,LCL/LTD,Q101,Peak,367,405,90.617284
2018-10-01,Queens,2,LCL/LTD,Q102,Off-Peak,673,849,79.2697291
2018-10-01,Queens,2,LCL/LTD,Q102,Peak,226,306,73.8562092
2018-10-01,Queens,2,LCL/LTD,Q103,Off-Peak,226,237,95.3586498
2018-10-01,Queens,2,LCL/LTD,Q103,Peak,125,130,96.1538462
2018-10-01,Queens,2,LCL/LTD,Q104,Off-Peak,247,272,90.8088235
2018-10-01,Queens,2,LCL/LTD,Q104,Peak,101,117,86.3247863
2018-10-01,Queens,2,LCL/LTD,Q11,Off-Peak,1205,1428,84.3837535
2018-10-01,Queens,2,LCL/LTD,Q11,Peak,409,497,82.2937626
2018-10-01,Queens,2,LCL/LTD,Q110,Off-Peak,2584,2936,88.0108992
2018-10-01,Queens,2,LCL/LTD,Q110,Peak,1021,1164,87.7147766
2018-10-01,Queens,2,LCL/LTD,Q111,Off-Peak,4383,5040,86.9642857
2018-10-01,Queens,2,LCL/LTD,Q111,Peak,1862,2126,87.5823142
2018-10-01,Queens,2,LCL/LTD,Q112,Off-Peak,1629,1944,83.7962963
2018-10-01,Queens,2,LCL/LTD,Q112,Peak,798,920,86.7391304
2018-10-01,Queens,2,LCL/LTD,Q113,Off-Peak,1175,1303,90.1765157
2018-10-01,Queens,2,LCL/LTD,Q113,Peak,513,579,88.6010363
2018-10-01,Queens,2,LCL/LTD,Q114,Off-Peak,2860,3414,83.7727006
2018-10-01,Queens,2,LCL/LTD,Q114,Peak,977,1147,85.1787271
2018-10-01,Queens,2,LCL/LTD,Q12,Off-Peak,4260,5112,83.3333333
2018-10-01,Queens,2,LCL/LTD,Q12,Peak,1667,2030,82.1182266
2018-10-01,Queens,2,LCL/LTD,Q13,Off-Peak,2169,2813,77.1062922
